,school,rating,type,students,grades,city,zip,state,zipcode,returns,single_returns,joint_returns,hoh_returns,agi,total_income,educator_expense_amount,returns_itemized,charitable_contributions
155,Ps 23 Richmondtown,9,Public district,562, PK-5, Staten Island,10306,NY,10306.0,27370.0,12900.0,10390.0,3510.0,2118227.0,2137092.0,314.0,13000.0,35460.0
156,Ps 24 Andrew Jackson,9,Public district,"1,068", K-5, Queens,11355,NY,11355.0,52130.0,27660.0,18480.0,5250.0,1511883.0,1534466.0,64.0,6120.0,13150.0
157,Ps 26 The Carteret School,9,Public district,264, PK-5, Staten Island,10314,NY,10314.0,41190.0,19170.0,15910.0,5190.0,2968189.0,2996809.0,510.0,19420.0,60501.0
158,Ps 26 Rufus King,9,Public district,705, PK-5, Queens,11365,NY,11365.0,21610.0,10150.0,7960.0,3090.0,1221139.0,1235166.0,109.0,7080.0,20277.0
159,P.S. 41 Greenwich Village,9,Public district,692, PK-5, New York,10011,NY,10011.0,30190.0,22290.0,5840.0,1270.0,9080628.0,9207647.0,90.0,20370.0,215873.0
160,Ps 42 Benjamin Altman,9,Public district,655, PK-5, New York,10002,NY,10002.0,42290.0,25770.0,10170.0,5480.0,2489499.0,2523419.0,118.0,10390.0,32728.0
161,Ps 47 Chris Galas,9,Public district,218, PK-8, Queens,11693,NY,11693.0,5790.0,2950.0,1300.0,1400.0,305416.0,307814.0,50.0,2020.0,5057.0
162,Ps 58 The Carroll,9,Public district,988, PK-5, Brooklyn,11231,NY,11231.0,17460.0,9630.0,5080.0,2260.0,2648560.0,2697067.0,116.0,8570.0,34637.0
163,Jhs 74 Nathaniel Hawthorne,9,Public district,"1,157", 6-8, Queens,11364,NY,11364.0,17950.0,8400.0,7350.0,1790.0,1267333.0,1282415.0,169.0,7850.0,19061.0
164,Ps 87 William Sherman,9,Public district,881, PK-5, New York,10024,NY,10024.0,30540.0,18220.0,9780.0,1630.0,12001303.0,12182779.0,150.0,19690.0,402974.0
165,Ps 100 The Coney Island School,9,Public district,793, PK-5, Brooklyn,11224,NY,11224.0,20270.0,10450.0,4520.0,4850.0,865512.0,875275.0,87.0,4690.0,12415.0
166,P.S. 101 the Verrazano,9,Public district,865, K-5, Brooklyn,11214,NY,11214.0,41290.0,19170.0,15480.0,5890.0,1815973.0,1835936.0,210.0,9090.0,18056.0
167,Ps 113 Isaac Chauncey,9,Public district,895, K-8, Queens,11385,NY,11385.0,49320.0,26020.0,13660.0,8670.0,2361253.0,2385630.0,278.0,13010.0,25815.0
168,P.S. 115 Glen Oaks,9,Public district,704, PK-5, Queens,11004,NY,11004.0,6910.0,3450.0,2620.0,670.0,486889.0,491624.0,64.0,3290.0,9473.0
169,Ps 124 Yung Wing,9,Public district,725, PK-5, New York,10002,NY,10002.0,42290.0,25770.0,10170.0,5480.0,2489499.0,2523419.0,118.0,10390.0,32728.0
170,"P.S. 128 the Lorraine Tuzzo, Juniper Valley Elementary School",9,Public district,970, K-8, Queens,11379,NY,11379.0,17960.0,8680.0,6600.0,2180.0,1270390.0,1280816.0,181.0,7670.0,18658.0
171,Ps 133,9,Public district,555, PK-5, Queens,11426,NY,11426.0,9280.0,4370.0,3720.0,960.0,599764.0,605551.0,83.0,3960.0,9852.0
172,Is 141 The Steinway,9,Public district,"1,111", 6-8, Queens,11105,NY,11105.0,19590.0,12090.0,5350.0,1590.0,1255781.0,1272728.0,144.0,6500.0,11615.0
173,Jhs 157 Stephen A Halsey,9,Public district,"1,632", 6-9, Queens,11374,NY,11374.0,23220.0,11950.0,7440.0,3170.0,1485752.0,1502581.0,111.0,8360.0,24056.0
174,Ms 158 Marie Curie,9,Public district,"1,058", 6-8, Queens,11361,NY,11361.0,13970.0,6810.0,5360.0,1510.0,987520.0,999299.0,126.0,5650.0,13870.0
175,P.S. 158 Baylard Taylor,9,Public district,787, PK-5, New York,10075,NY,10075.0,14310.0,9210.0,4160.0,490.0,7263470.0,7347295.0,70.0,9710.0,269126.0
176,Ps 159,9,Public district,680, PK-5, Queens,11361,NY,11361.0,13970.0,6810.0,5360.0,1510.0,987520.0,999299.0,126.0,5650.0,13870.0
177,Ps 162 John Golden,9,Public district,676, PK-5, Queens,11364,NY,11364.0,17950.0,8400.0,7350.0,1790.0,1267333.0,1282415.0,169.0,7850.0,19061.0
178,Ps 163 Flushing Heights,9,Public district,800, PK-5, Queens,11365,NY,11365.0,21610.0,10150.0,7960.0,3090.0,1221139.0,1235166.0,109.0,7080.0,20277.0
179,Ps 171 Patrick Henry,9,Public district,722, PK-8, New York,10029,NY,10029.0,35480.0,20610.0,5150.0,8940.0,1890385.0,1914986.0,132.0,7180.0,23266.0
180,Irwin Altman Middle School 172,9,Public district,983, 6-8, Floral Park,11004,NY,11004.0,6910.0,3450.0,2620.0,670.0,486889.0,491624.0,64.0,3290.0,9473.0
181,Ps 173 Fresh Meadow,9,Public district,949, PK-5, Queens,11365,NY,11365.0,21610.0,10150.0,7960.0,3090.0,1221139.0,1235166.0,109.0,7080.0,20277.0
182,Jhs 185 Edward Bleeker,9,Public district,"1,523", 6-8, Queens,11354,NY,11354.0,31560.0,17040.0,10760.0,3250.0,1199798.0,1217785.0,83.0,5830.0,12604.0
183,Ps 188 Kingsbury,9,Public district,731, PK-5, Queens,11364,NY,11364.0,17950.0,8400.0,7350.0,1790.0,1267333.0,1282415.0,169.0,7850.0,19061.0
184,Ps 195 Manhattan Beach,9,Public district,479, PK-5, Brooklyn,11235,NY,11235.0,39680.0,19680.0,13140.0,5840.0,2391564.0,2423909.0,172.0,11750.0,34828.0
185,Ps 199 Jessie Isador Straus,9,Public district,851, K-5, New York,10023,NY,10023.0,34400.0,21760.0,9810.0,1670.0,13623617.0,13798656.0,140.0,23560.0,404349.0
186,Ps 213 The Carl Ullman School,9,Public district,466, PK-5, Queens,11364,NY,11364.0,17950.0,8400.0,7350.0,1790.0,1267333.0,1282415.0,169.0,7850.0,19061.0
187,Ps 214 Cadwallader Colden,9,Public district,537, PK-5, Queens,11354,NY,11354.0,31560.0,17040.0,10760.0,3250.0,1199798.0,1217785.0,83.0,5830.0,12604.0
188,Ps 229 Dyker,9,Public district,"1,249", PK-8, Brooklyn,11228,NY,11228.0,19910.0,9400.0,7870.0,2230.0,1234775.0,1249744.0,200.0,6640.0,15249.0
189,Jhs 234 Arthur W Cunningham,9,Public district,"1,909", 6-8, Brooklyn,11229,NY,11229.0,37000.0,17390.0,13640.0,5230.0,2312161.0,2345131.0,300.0,11700.0,62388.0
190,Ps 235 Lenox School,9,Public district,"1,253", PK-8, Brooklyn,11203,NY,11203.0,38170.0,19000.0,5390.0,12800.0,1599379.0,1608986.0,192.0,12220.0,41858.0
191,Ps 236 Mill Basin,9,Public district,552, PK-5, Brooklyn,11234,NY,11234.0,43010.0,20320.0,11530.0,9950.0,2858693.0,2886964.0,499.0,19460.0,69450.0
192,Mark Twain is 239 for the Gifted and Talented,9,Public district,"1,323", 6-8, Brooklyn,11224,NY,11224.0,20270.0,10450.0,4520.0,4850.0,865512.0,875275.0,87.0,4690.0,12415.0
193,Ps 247,9,Public district,873, K-5, Brooklyn,11204,NY,11204.0,33780.0,14440.0,14620.0,4170.0,1870509.0,1895843.0,200.0,7200.0,146198.0
194,Ps 249 The Caton,9,Public district,873, PK-5, Brooklyn,11226,NY,11226.0,52880.0,28850.0,7270.0,15610.0,2260541.0,2285813.0,220.0,13130.0,37939.0
195,Jhs 259 William Mckinley,9,Public district,"1,858", 6-8, Brooklyn,11228,NY,11228.0,19910.0,9400.0,7870.0,2230.0,1234775.0,1249744.0,200.0,6640.0,15249.0
196,Ps 277 Gerritsen Beach,9,Public district,418, PK-5, Brooklyn,11229,NY,11229.0,37000.0,17390.0,13640.0,5230.0,2312161.0,2345131.0,300.0,11700.0,62388.0
197,"New Explorations Into Science, Tech and Math High School",9,Public district,"1,729", K-12, New York,10002,NY,10002.0,42290.0,25770.0,10170.0,5480.0,2489499.0,2523419.0,118.0,10390.0,32728.0
198,Is 5 The Walter Crowley Intermediate School,9,Public district,"1,796", 6-8, Queens,11373,NY,11373.0,50920.0,25540.0,16430.0,7900.0,1844513.0,1865047.0,121.0,8700.0,17527.0
199,P.S. 78,9,Public district,704, PK-8, Queens,11109,NY,11109.0,3590.0,2180.0,1130.0,130.0,652092.0,660614.0,15.0,2560.0,6314.0
200,Is 289,9,Public district,283, 6-8, New York,10282,NY,10282.0,2390.0,1040.0,1160.0,130.0,1472965.0,1485148.0,0.0,1910.0,15484.0
201,"Fiorello H Laguardia High School of Music, Art and Performing Arts",9,Public district,"2,819", 9-12, New York,10023,NY,10023.0,34400.0,21760.0,9810.0,1670.0,13623617.0,13798656.0,140.0,23560.0,404349.0
202,The Mott Hall School,9,Public district,292, 6-8, New York,10027,NY,10027.0,27760.0,16980.0,4180.0,6000.0,1805900.0,1832013.0,161.0,7970.0,29205.0
203,Is 75 Frank D Paulo,9,Public district,"1,368", 6-8, Staten Island,10312,NY,10312.0,29460.0,13430.0,12240.0,3150.0,2470899.0,2493363.0,441.0,16050.0,42519.0
204,P.S. 130,9,Public district,396, PK-4, Queens,11361,NY,11361.0,13970.0,6810.0,5360.0,1510.0,987520.0,999299.0,126.0,5650.0,13870.0
205,Errick Road Elementary School,9,Public district,502, K-5, North Tonawanda,14120,NY,14120.0,22840.0,11650.0,8680.0,2050.0,1334487.0,1349154.0,209.0,7110.0,16717.0
206,Bellerose Elementary School,9,Public district,301, K-5, East Northport,11731,NY,11731.0,15480.0,7420.0,6600.0,1140.0,1537885.0,1557153.0,277.0,8600.0,24591.0
207,Norwood Avenue School,9,Public district,324, K-5, Fort Salonga,11768,NY,11768.0,11130.0,5290.0,4990.0,620.0,1795711.0,1827743.0,186.0,6760.0,26944.0
208,Orchard Park High School,9,Public district,"1,518", 9-12, Orchard Park,14127,NY,14127.0,15990.0,7750.0,7050.0,920.0,1704602.0,1736040.0,172.0,7250.0,30701.0
209,Lincoln Avenue School,9,Public district,210, K-4, Pearl River,10965,NY,10965.0,8020.0,3940.0,3390.0,530.0,833497.0,841264.0,132.0,4470.0,14588.0
210,Colonial School,9,Public district,323, K-5, Village of Pelham,10803,NY,10803.0,6130.0,2660.0,2760.0,590.0,1671988.0,1702663.0,69.0,3750.0,24251.0
211,Siwanoy School,9,Public district,284, K-5, Pelham Manor,10803,NY,10803.0,6130.0,2660.0,2760.0,590.0,1671988.0,1702663.0,69.0,3750.0,24251.0
212,Penfield Senior High School,9,Public district,"1,435", 9-12, Penfield,14526,NY,14526.0,10740.0,4950.0,4810.0,800.0,955111.0,971436.0,134.0,5420.0,16828.0
213,Scribner Road Elementary School,9,Public district,540, K-5, Penfield,14526,NY,14526.0,10740.0,4950.0,4810.0,800.0,955111.0,971436.0,134.0,5420.0,16828.0
214,Jefferson Road School,9,Public district,365, K-5, Pittsford,14534,NY,14534.0,16370.0,6840.0,8370.0,840.0,2621973.0,2674923.0,188.0,9940.0,82794.0
215,Park Road School,9,Public district,430, K-5, Pittsford,14534,NY,14534.0,16370.0,6840.0,8370.0,840.0,2621973.0,2674923.0,188.0,9940.0,82794.0
216,Pittsford Sutherland High School,9,Public district,955, 9-12, Pittsford,14534,NY,14534.0,16370.0,6840.0,8370.0,840.0,2621973.0,2674923.0,188.0,9940.0,82794.0
217,Thornell Road School,9,Public district,390, K-5, Pittsford,14534,NY,14534.0,16370.0,6840.0,8370.0,840.0,2621973.0,2674923.0,188.0,9940.0,82794.0
218,Barker Road Middle School,9,Public district,715, 6-8, Pittsford,14534,NY,14534.0,16370.0,6840.0,8370.0,840.0,2621973.0,2674923.0,188.0,9940.0,82794.0
219,Stratford Road School,9,Public district,515, K-4, Plainview,11803,NY,11803.0,14440.0,6230.0,7190.0,730.0,2095672.0,2130695.0,295.0,9050.0,42074.0
220,H B Mattlin Middle School,9,Public district,742, 5-8, Plainview,11803,NY,11803.0,14440.0,6230.0,7190.0,730.0,2095672.0,2130695.0,295.0,9050.0,42074.0
221,Old Bethpage School,9,Public district,390, K-4, Old Bethpage,11804,NY,11804.0,2510.0,1090.0,1250.0,130.0,338023.0,343661.0,56.0,1610.0,5310.0
222,Plainview Old Bethpage Jfk High School,9,Public district,"1,600", 9-12, Plainview,11803,NY,11803.0,14440.0,6230.0,7190.0,730.0,2095672.0,2130695.0,295.0,9050.0,42074.0
223,Pleasantville High School,9,Public district,592, 9-12, Pleasantville,10570,NY,10570.0,6050.0,2740.0,2790.0,380.0,1136182.0,1160169.0,93.0,3640.0,17501.0
224,Bruno M Ponterio Ridge Street School,9,Public district,605, K-5, Rye Brook,10573,NY,10573.0,19050.0,9280.0,6530.0,2790.0,1939487.0,1970634.0,140.0,7440.0,28794.0
225,Hewitt School,9,Public district,454, K-5, Rockville Centre,11570,NY,11570.0,14380.0,7170.0,5670.0,1260.0,2204870.0,2237716.0,258.0,8310.0,38814.0
226,Watson School,9,Public district,288, K-5, Rockville Centre,11570,NY,11570.0,14380.0,7170.0,5670.0,1260.0,2204870.0,2237716.0,258.0,8310.0,38814.0
227,William S Covert School,9,Public district,294, K-5, South Hempstead,11550,NY,11550.0,29230.0,15490.0,4850.0,8350.0,1257618.0,1267181.0,130.0,8060.0,24025.0
228,East Hills Elementary School,9,Public district,512, 2-5, Roslyn Heights,11577,NY,11577.0,5920.0,2570.0,2820.0,400.0,1160487.0,1184059.0,63.0,3680.0,20218.0
229,Roslyn High School,9,Public district,"1,038", 8-12, Roslyn Heights,11577,NY,11577.0,5920.0,2570.0,2820.0,400.0,1160487.0,1184059.0,63.0,3680.0,20218.0
230,Milton School,9,Public district,397, K-5, Rye,10580,NY,10580.0,8130.0,3590.0,3960.0,420.0,5088491.0,5146778.0,53.0,5220.0,188179.0
231,Rye High School,9,Public district,"1,002", 9-12, Rye,10580,NY,10580.0,8130.0,3590.0,3960.0,420.0,5088491.0,5146778.0,53.0,5220.0,188179.0
232,Rye Middle School,9,Public district,819, 6-8, Rye,10580,NY,10580.0,8130.0,3590.0,3960.0,420.0,5088491.0,5146778.0,53.0,5220.0,188179.0
233,Quaker Ridge School,9,Public district,471, K-5, Scarsdale,10583,NY,10583.0,18940.0,7970.0,9630.0,1000.0,7507560.0,7640109.0,190.0,12810.0,172186.0
234,Scarsdale Middle School,9,Public district,"1,148", 6-8, Scarsdale,10583,NY,10583.0,18940.0,7970.0,9630.0,1000.0,7507560.0,7640109.0,190.0,12810.0,172186.0
235,North Shore Senior High School,9,Public district,881, 9-12, Glen Head,11545,NY,11545.0,6010.0,2810.0,2790.0,310.0,1996087.0,2029149.0,79.0,3690.0,40803.0
236,Acadia Middle School,9,Public district,787, 6-8, Clifton Park,12065,NY,12065.0,22970.0,11320.0,9350.0,1840.0,1958302.0,1983678.0,221.0,9530.0,27459.0
237,Koda Middle School,9,Public district,783, 6-8, Clifton Park,12065,NY,12065.0,22970.0,11320.0,9350.0,1840.0,1958302.0,1983678.0,221.0,9530.0,27459.0
238,Skaneateles Middle School,9,Public district,323, 6-8, Skaneateles,13152,NY,13152.0,4120.0,1830.0,1950.0,250.0,635493.0,651291.0,41.0,2000.0,31203.0
239,Skaneateles Senior High School,9,Public district,491, 9-12, Skaneateles,13152,NY,13152.0,4120.0,1830.0,1950.0,250.0,635493.0,651291.0,41.0,2000.0,31203.0
240,State Street Intermediate School,9,Public district,285, 3-5, Skaneateles,13152,NY,13152.0,4120.0,1830.0,1950.0,250.0,635493.0,651291.0,41.0,2000.0,31203.0
241,Smithtown High School West,9,Public district,"1,662", 9-12, Smithtown,11787,NY,11787.0,17690.0,8210.0,7860.0,1240.0,2079998.0,2105532.0,316.0,10340.0,35765.0
242,Starpoint High School,9,Public district,831, 9-12, Lockport,14094,NY,14094.0,25000.0,12490.0,9190.0,2780.0,1361877.0,1377301.0,212.0,6820.0,17876.0
243,Minnesauke Elementary School,9,Public district,593, K-6, Setauket- East Setauket,11733,NY,11733.0,8840.0,4080.0,3970.0,560.0,2545572.0,2572287.0,168.0,5400.0,44847.0
244,Nassakeag Elementary School,9,Public district,551, K-6, Setauket- East Setauket,11733,NY,11733.0,8840.0,4080.0,3970.0,560.0,2545572.0,2572287.0,168.0,5400.0,44847.0
245,Setauket Elementary School,9,Public district,623, K-6, Setauket- East Setauket,11733,NY,11733.0,8840.0,4080.0,3970.0,560.0,2545572.0,2572287.0,168.0,5400.0,44847.0
246,Willits Elementary School,9,Public district,336, K-5, Syosset,11791,NY,11791.0,12140.0,5090.0,6180.0,610.0,2593232.0,2644313.0,142.0,7650.0,49897.0
247,Robbins Lane Elementary School,9,Public district,457, K-5, Syosset,11791,NY,11791.0,12140.0,5090.0,6180.0,610.0,2593232.0,2644313.0,142.0,7650.0,49897.0
248,South Woods Middle School,9,Public district,728, 6-8, Syosset,11791,NY,11791.0,12140.0,5090.0,6180.0,610.0,2593232.0,2644313.0,142.0,7650.0,49897.0
249,Syosset Senior High School,9,Public district,"2,108", 9-12, Syosset,11791,NY,11791.0,12140.0,5090.0,6180.0,610.0,2593232.0,2644313.0,142.0,7650.0,49897.0
250,Walt Whitman Elementary School,9,Public district,281, K-5, Woodbury,11797,NY,11797.0,4580.0,2160.0,2100.0,200.0,1314014.0,1343504.0,50.0,2820.0,28058.0
251,George Grant Mason Elementary School,9,Public district,130, K-6, Tuxedo Park,10987,NY,10987.0,1870.0,850.0,880.0,110.0,361870.0,367158.0,11.0,930.0,4455.0
252,African Road Elementary School,9,Public district,263, K-5, Vestal,13850,NY,13850.0,9940.0,4710.0,4340.0,710.0,806571.0,818461.0,91.0,3700.0,14240.0
253,Vestal Hills Elementary School,9,Public district,339, K-5, Vestal,13850,NY,13850.0,9940.0,4710.0,4340.0,710.0,806571.0,818461.0,91.0,3700.0,14240.0
254,Victor Senior High School,9,Public district,"1,386", 9-12, Victor,14564,NY,14564.0,8090.0,3590.0,3790.0,530.0,960382.0,979307.0,98.0,3880.0,21252.0
255,Clayton A Bouton High School,9,Public district,379, 9-12, Voorheesville,12186,NY,12186.0,3440.0,1570.0,1560.0,250.0,340613.0,346199.0,30.0,1630.0,4667.0
256,Wantagh Senior High School,9,Public district,935, 9-12, Wantagh,11793,NY,11793.0,17010.0,8220.0,7350.0,1090.0,1732775.0,1750498.0,369.0,9910.0,27306.0
257,Transit Middle School,9,Public district,985, 5-8, East Amherst,14051,NY,14051.0,10470.0,4670.0,5090.0,520.0,1195664.0,1222060.0,137.0,5510.0,22208.0
258,Williamsville East High School,9,Public district,"1,009", 9-12, East Amherst,14051,NY,14051.0,10470.0,4670.0,5090.0,520.0,1195664.0,1222060.0,137.0,5510.0,22208.0
259,Patricia A Dichiaro School,9,Public district,558, PK-8, Yonkers,10708,NY,10708.0,11590.0,6100.0,4170.0,1040.0,3559472.0,3604494.0,130.0,7200.0,133424.0
260,PEARLS Hawthorne,9,Public district,881, PK-8, Yonkers,10705,NY,10705.0,18750.0,9000.0,4120.0,5300.0,920566.0,928718.0,102.0,5150.0,14489.0
261,Yorktown High School,9,Public district,"1,164", 9-12, Yorktown Heights,10598,NY,10598.0,14730.0,6580.0,6760.0,1060.0,2055016.0,2078532.0,316.0,8750.0,30144.0
262,Ps 184 Shuang Wen,9,Public district,682, PK-8, New York,10002,NY,10002.0,42290.0,25770.0,10170.0,5480.0,2489499.0,2523419.0,118.0,10390.0,32728.0
263,Ms 243 Center School,9,Public district,235, 5-8, New York,10024,NY,10024.0,30540.0,18220.0,9780.0,1630.0,12001303.0,12182779.0,150.0,19690.0,402974.0
264,Ms 245 The Computer School,9,Public district,400, 6-8, New York,10024,NY,10024.0,30540.0,18220.0,9780.0,1630.0,12001303.0,12182779.0,150.0,19690.0,402974.0
265,Ps 134,9,Public district,566, K-5, Brooklyn,11218,NY,11218.0,33210.0,16280.0,11910.0,4280.0,2075065.0,2108146.0,326.0,10040.0,37703.0
266,Ps 212 Midtown West,9,Public district,368, PK-5, New York,10036,NY,10036.0,18920.0,13910.0,3320.0,1130.0,5666105.0,5718183.0,57.0,9810.0,143019.0
267,Great Hollow Middle School,9,Public district,977, 6-8, Nesconset,11767,NY,11767.0,7300.0,3470.0,3150.0,550.0,746558.0,755749.0,138.0,4100.0,10885.0
268,Is 230,9,Public district,"1,291", 6-8, Queens,11372,NY,11372.0,35250.0,18430.0,10260.0,5720.0,1689051.0,1710426.0,158.0,9210.0,18154.0
269,Ps 242 Leonard P Stavisky Early Childhood School,9,Public district,394, PK-3, Queens,11354,NY,11354.0,31560.0,17040.0,10760.0,3250.0,1199798.0,1217785.0,83.0,5830.0,12604.0
270,Thomas High School,9,Public district,"1,329", 9-12, Webster,14580,NY,14580.0,27940.0,13430.0,12000.0,2060.0,2249401.0,2283561.0,317.0,12520.0,38099.0
271,Lower Manhattan Community Middle School,9,Public district,383, 6-8, New York,10004,NY,10004.0,2450.0,1440.0,790.0,140.0,931468.0,943900.0,0.0,1690.0,18710.0
272,Ps 304 Early Childhood School,9,Public district,506, PK-5, Bronx,10465,NY,10465.0,19810.0,9970.0,4870.0,4580.0,1247042.0,1254470.0,214.0,8250.0,19721.0
273,Mills Pond Elementary School,9,Public district,403, K-5, Saint James,11780,NY,11780.0,8020.0,3970.0,3410.0,500.0,1861318.0,1880695.0,123.0,4480.0,45146.0
274,Nyc Lab Ms For Collaborative Studies,9,Public district,554, 6-8, New York,10011,NY,10011.0,30190.0,22290.0,5840.0,1270.0,9080628.0,9207647.0,90.0,20370.0,215873.0
275,Manhattan/Hunter Science High School,9,Public district,441, 9-12, New York,10023,NY,10023.0,34400.0,21760.0,9810.0,1670.0,13623617.0,13798656.0,140.0,23560.0,404349.0
276,Ps Is 266,9,Public district,644, PK-8, Queens,11426,NY,11426.0,9280.0,4370.0,3720.0,960.0,599764.0,605551.0,83.0,3960.0,9852.0
277,Seven Bridges Middle School,9,Public district,587, 5-8, Mount Kisco,10549,NY,10549.0,8250.0,3950.0,3210.0,940.0,1915182.0,1943863.0,87.0,3980.0,40303.0
278,The Anderson School,9,Public district,539, K-8, New York,10024,NY,10024.0,30540.0,18220.0,9780.0,1630.0,12001303.0,12182779.0,150.0,19690.0,402974.0
279,Bard High School Early College,9,Public district,589, 9-12, New York,10002,NY,10002.0,42290.0,25770.0,10170.0,5480.0,2489499.0,2523419.0,118.0,10390.0,32728.0
280,The School Of Integrated Learning,9,Public district,261, 6-8, Brooklyn,11213,NY,11213.0,30170.0,16520.0,4550.0,8480.0,1278908.0,1293051.0,210.0,6920.0,36910.0
281,Baruch College Campus High School,9,Public district,459, 9-12, New York,10010,NY,10010.0,17540.0,12730.0,3700.0,680.0,4252196.0,4308450.0,55.0,11150.0,65766.0
282,Mott Hall Ii,9,Public district,341, 6-8, New York,10025,NY,10025.0,45880.0,28250.0,11590.0,4760.0,7336328.0,7485255.0,312.0,22330.0,153852.0
283,Muscota,9,Public district,292, K-5, New York,10034,NY,10034.0,20010.0,11630.0,3330.0,4660.0,956384.0,967963.0,148.0,4740.0,8905.0
284,Scholars Academy,9,Public district,"1,375", 6-12, Queens,11694,NY,11694.0,8920.0,4700.0,2830.0,1170.0,799454.0,808102.0,164.0,4370.0,15928.0
285,School For Inquiry And Social Justice,9,Public district,523, 6-8, Bronx,10472,NY,10472.0,28960.0,14310.0,5310.0,8970.0,906021.0,913336.0,85.0,4760.0,10430.0
286,Hellenic Classical Charter School,9,Public charter,478, K-8, Brooklyn,11215,NY,11215.0,33120.0,18890.0,10820.0,2400.0,4886040.0,4980229.0,329.0,17700.0,70030.0
287,Baccalaureate School for Global Education,9,Public district,539, 7-12, Queens,11106,NY,11106.0,22030.0,13970.0,5070.0,2450.0,1294542.0,1309285.0,114.0,6760.0,12126.0
288,Smithtown High School East,9,Public district,"1,575", 9-12, Saint James,11780,NY,11780.0,8020.0,3970.0,3410.0,500.0,1861318.0,1880695.0,123.0,4480.0,45146.0
